Catégorie,Diagnostic,clean_categorie,predicted_categorie
Reseau > MPLS,Indisponibilité de la liaison MPLS de FOUMBAN,Reseau,Reseau
Reseau > MPLS,Indisponibilité de la liaison MPLS d'AKONOLINGA,Reseau,Reseau
Reseau > MPLS,Indisponibilité de la liaison MPLS de MBALMAYO,Reseau,Infrastructure
Reseau > MPLS,Indisponibilité du lien MPLS de NGAOUNDERE,Reseau,Reseau
Reseau > MPLS,Indisponibilité de la liaison MPLS de BERTOUA,Reseau,Reseau
Reseau > MPLS,Perte de paquet sur la liaison MTN de Yaoundé,Reseau,Reseau
Reseau > MPLS,Deconnexion du lien MPLS du site de AKONOLINGA ce 27/01 à 06 H 41 mn,Reseau,Reseau
Reseau > MPLS,"Deconnexion du lien MPLS du site de MBOUDA , et instabilité des liens BAFOUSSAM et FOUMBAN",Reseau,Reseau
Reseau > MPLS,Déconnexion du lien MPLS du site de KUMBA ce 04/01 depuis 15 h 17 mn,Reseau,Reseau
Reseau > MPLS,Indisponibilité de la liaison MPLS à BAFOUSSAM,Reseau,Reseau
Reseau > MPLS,Indisponibilité de la liaison MPLS d'AKONOLINGA,Reseau,Reseau
Reseau > MPLS,Indisponibilité de la liaison MPLS de KUMBA,Reseau,Postes
Reseau > MPLS,Indisponibilité de la liaison MPLS de KUMBA ce 03/01/2022,Reseau,Reseau
Reseau > OCMS,Indisponibilité de la liaison OCMS_FH à OMBE,Reseau,Reseau
Reseau > OCMS,"Perturbation des liens OCMS FO et FH des sites KUMBA, KRIBI,NDOKOTI ce 28/01 depuis 11 H 30mn",Reseau,Reseau
Reseau > OCMS,Indisponibilité de la liaison OCMS_FH_L3 de SOCAVER,Reseau,Reseau
Reseau > OCMS,Indisponibilité de la liaison OCMS_FH à KOUMASSI,Reseau,Reseau
Reseau > OCMS,PERFORMANCE DU RESEAU SABC - SEMAINE 04,Reseau,Reseau
Reseau > OCMS,Deconnexion du lien OCMS_FH du site de AKONOLINGA ce 20/01 11h 36 mn,Reseau,Flotte
Reseau > OCMS,Déconnexion des liens OCMS_FH et FO du site de DJEUGA ce 27/01/22 à,Reseau,M3
Reseau > OCMS,Indisponibilité de la liaison OCMS_FH_L3 à AKONOLINGA,Reseau,M3
Reseau > OCMS,Indisponibilité de la liaison OCMS_FH sur le site de BAFIA,Reseau,Reseau
Reseau > OCMS,Deconnexion du lien OCMS_FH du site de KOUMASSI ce 22/01 à 20 h 47 mn,Reseau,Flotte
Reseau > OCMS,Déconnexion du lien OCMS_FH du site d'AKONOLINGA ce 03/01 depuis 07 h 54 mn,Reseau,Reseau
Reseau > OCMS,pb de transmission ORANGE,Reseau,Reseau
Reseau > OCMS,DEFAUT DE TRANSMISSION OPERATEUR,Reseau,Reseau
Reseau > OCMS,pb de transmission Operateur,Reseau,Reseau
Reseau > OCMS,Instabilité des liaisons OCMS à SA'A,Reseau,Reseau
Reseau > OCMS,pb de transmission ORANGE,Reseau,Reseau
Reseau > OCMS,Réseau intranet très instable site SA'A,Reseau,Reseau
Reseau > OCMS,Indisponibilité de la liaison OCMS_FH_L3 de KRIBI,Reseau,Reseau
Reseau > OCMS,Instabilité des liaisons OCMS_FH et FO dans le Grand Nord,Reseau,Reseau
Reseau > OCMS,Deconnexion du lien OCMS_FH du site de KOUMASSI ce 21/01 à 19 h 20 mn,Reseau,Flotte
Reseau > OCMS,Indisponibilité de la liaison OCMS_FH sur le site de SAA,Reseau,M3
Reseau > OCMS,Indisponibilité de la liaison OCMS_FH_L3 à AKONOLINGA,Reseau,M3
Reseau > OCMS,Deconnexion du lien OCMS_FH du site de KOUMASSI ce 21/01 à 19 h 20 mn,Reseau,Flotte
Reseau > OCMS,PERFORMANCE DU RESEAU SABC - SEMAINE 03,Reseau,Reseau
Reseau > OCMS,Indisponibilité de la liaison OCMS_FH_L3 à AKONOLINGA,Reseau,Postes
Reseau > OCMS,defaut de transmission ORANGE,Reseau,Postes
Reseau > Telephonie,Mise a jour,Reseau,Reseau
Reseau > Telephonie,CET INCIDENT A ETE CREE EN DOUBLE,Reseau,M3
Reseau > Telephonie,Modification numéro de téléphone,Reseau,Materiel
Reseau > Telephonie,Modification annuaiire téléphonique Ndokoti et Bonaberi,Reseau,Postes
Reseau > Telephonie,Modification nom d'annuaire,Reseau,Materiel
Reseau > Telephonie,Modification nom d'annuaire,Reseau,Securité
Reseau > Telephonie,Inaccessibilité au réseau,Reseau,M3
Reseau > Telephonie,equipement redemarrée,Reseau,M3
Reseau > Telephonie,TELEPHONE DE LA SALLE DETENTE EN PANNE,Reseau,Postes
Reseau > Telephonie,Modification de nom,Reseau,Reseau
Reseau > Telephonie,poste de téléphone n'arrive pas à s'authentifier sur le NAC,Reseau,Reseau
Reseau > Telephonie,Problème d'authentification sur le NAC,Reseau,Postes
Reseau > Telephonie,Mise à jour musique d'attente OXE et OXO,Reseau,Postes
Reseau > Wifi,Mise à jour comptes Wifi Invité TSOMENE01 et FOHOM01,Reseau,Reseau
Reseau > Wifi,Demande d'accès à la connexion WIFI,Reseau,Securité
Reseau > Wifi,Demande d'accès au réseau wifi invité pour le technicien BILLION,Reseau,Securité
Reseau > Wifi,Demande d'accès au réseau wifi invité pour le technicien BILLION,Reseau,Securité
Reseau > Wifi,problème wifi sur le poste,Reseau,Securité
Reseau > Wifi,"Indisponibilité des bornes YAOUAPN010, 013 et 015.",Reseau,Securité
Reseau > Wifi,disfonctionnement du pilote de la carte wifi,Reseau,Securité
Reseau > Wifi,Mot de passe modifier.,Reseau,Postes
Securité > Autres,DEMANDE D ACTIVATION DU PROFIL EKEY01,Securité,Workflows
Securité > Autres,demande de diffusion du mail au groupe tous,Securité,M3
Securité > Profil,Demande d'accès pour Mlle NJEMBELE Rachel,Securité,Securité
Securité > Profil,merci intégrer 08h29,Securité,M3
Securité > Profil,Suppression des droits Informatiques du retraité NGUNTE Joseph,Securité,M3
Securité > Profil,fichiers à copier sur le serveur : série 2,Securité,Securité
Securité > Profil,Demande d'attribution provisoire des droits de validation Qualishare QHSE Sites par intérim.,Securité,Securité
Securité > Profil,GESTION IDENTITE M. MBALLA MBARGA,Securité,Securité
Securité > Profil,MAJ profil,Securité,M3
Securité > Profil,reactiver le compte SCMEXT01 sur l'AS400,Securité,M3
Securité > Profil,GESTION IDENTITE Mme BEBINE MIREILLE,Securité,M3
Securité > Profil,paramétrage profil :YONG01,Securité,Postes
Securité > Profil,Problème profil user,Securité,Securité
Securité > Profil,PARAMETRAGE STAGIAIRE DRH,Securité,Securité
Securité > Profil,Panne OMBECFAO107,Securité,Securité
Securité > Profil,probléme de superieur hiérachique,Securité,Securité
Securité > Profil,Demande réactivation du compte scmext01 sur l'AS400,Securité,M3
Securité > Profil,CET INCIDENT EST UN DOUBLON,Securité,Securité
Securité > Profil,G IDENTITE MAGUETSA Armelle profil MAGUET01,Securité,M3
Securité > Profil,"Bonjour Léon,

Prière de leur établir chacun une fiche de profil et la faire valider par JBK et le DUS.",Securité,Securité
Securité > Profil,Activation Profil,Securité,Securité
Securité > Profil,mise a jour profil,Securité,Securité
Securité > Profil,compte désactivé dans le MNS150,Securité,Securité
Securité > Profil,FICHES DE GEST° DES IDENTITES,Securité,CRM
Securité > Profil,parametrage niveau MNS205,Securité,Securité
Securité > Profil,problèmes avec le profil de mon collègue ESSOMBA ( ESSOMB07 ),Securité,Securité
Securité > Profil,NAC_CMRUCT21120,Securité,Securité
Securité > Profil,Prolongation du profil djuiko01,Securité,Securité
Securité > Profil,problème d'accès a m3,Securité,Securité
Securité > Profil,Modification Intitulé de fonction,Securité,Securité
Securité > Profil,les programmes qui ne s’ouvrent pas,Securité,Infrastructure
Securité > Profil,Impossible de visualiser les bons de commandes dans INFOR,Securité,Securité
Securité > Profil,Assainissement liste de diffusion: Synthèse des pertes de gestion LITTORAL,Securité,Postes
Securité > Profil,PARAMETRAGE PROFIL VANDOU,Securité,Securité
Securité > Profil,Ajout de la machine CMRUCT21078 dans le NAC,Securité,M3
Securité > Profil,"Rétablissement des droits dans  Infor""""",Securité,Securité
Securité > Profil,Espace partagé,Securité,M3
Securité > Profil,DEMANDE DE PROFIL DANS LE DEPOT 067,Securité,Securité
Securité > Profil,Modification de ma fonction dans ma signature,Securité,Postes
Securité > Profil,Activation Profil elead02,Securité,Postes
Securité > Profil,Activation compte contrôle 01,Securité,M3
Securité > Profil,MAJ profil,Securité,Securité
Securité > Profil,0240606 | Résolution de votre ticket : pas de code article VIP 24 R dans le dépôt 165,Securité,Securité
Securité > Profil,ACCES GLS210 GLS215.......ET AUTRES,Securité,Securité
Securité > Profil,PAS D'ACCES INTERNET SUR MON POSTE CMRUCT18089,Securité,Securité
Securité > Profil,Reinitialisation mot de pass Iseries,Securité,Securité
Securité > Profil,SITUATION DES CONTRATS CLIENTS DISTRIBUTEURS_15 Décembre 2021,Securité,Securité
Securité > Profil,Demande de création de profil pour temporaire,Securité,Securité
Securité > Profil,Rétablissement de mon profil,Securité,Postes
Securité > Profil,Fiche de gestion des identités - YOTCHOUM,Securité,Securité
Securité > Profil,récativation du profil MAWAMA01,Securité,Securité
Securité > Profil,PROFIL WIFI POUR TEHNICIEN ALLGLASS,Securité,Securité
Securité > Profil,CONGES M. KPOUMIE MAMA / Demande de droits informatique Mr KALLA Francis Alain,Securité,M3
Securité > Profil,Création de profil NGAHA,Securité,Securité
Securité > Profil,SOUCI DE PARAMETRAGE,Securité,Securité
Securité > Profil,CONGES M. KPOUMIE MAMA / Demande de droits informatique Mr KALLA Francis Alain,Securité,Postes
Securité > Profil,Création de profil Outlook aux Délégués du Personn,Securité,Securité
Securité > Profil,deja dans le NAC,Securité,Securité
Securité > Profil,vGroupe de distribution SABC et Filiales,Securité,M3
Securité > Profil,GESTION IDIENTITE M. FONKOU NINO,Securité,M3
Securité > Profil,Intégration dans les groupes NAC,Securité,Securité
Securité > Profil,Rapport Connexion Time BD,Securité,Securité
Securité > Profil,FICHES DE GESTION DES IDENTITES EOP YOSSA,Securité,Securité
Securité > Profil,Droits d'accès,Securité,Securité
Securité > Profil,Facture en validation dans le workflow de M. TIAMPOINGNIGNI Le donneur d'ordre remonté ne fait plus partie de nos effectif; il remonte parce que l'OA date de quand il faisait partie et il aurait validé l'OA en son temps,Securité,Securité
Securité > Profil,RÉSULTATS DES VENTES PAR HIÉRARCHIE COMMERCIALE,Securité,Securité
Securité > Profil,GESTION IDENTITE M. OLOKO ABITALA,Securité,Postes
Securité > Profil,Mise à jour supérieur hiérarchique,Securité,Securité
Securité > Profil,Fiche de gestion des identités M.KOM Sébastien,Securité,Postes
Securité > Profil,Demande d'activation de compte sur AS400,Securité,Securité
Securité > Profil,Demande d' autorisation des droits,Securité,Securité
Securité > Profil,Fiche de Gestion Identités,Securité,Securité
Securité > Profil,licences o365 attribuées,Securité,Securité
Securité > Profil,ABSENTE DE LA LISTE DES DESTINATAIRES DE CERTAINS MAILS GROUPE TOUS SABC ET SABC_GRP DQHSE GROUPE,Securité,Postes
Securité > Profil,Azure AD Connect: Arrêt de synchro des contacts,Securité,Securité
Securité > Profil,MODIFICATION DES DROITS suite au mail de Mutations Promotions EOM Administratifs du 19-01-2022,Securité,Securité
Securité > Profil,maj profil,Securité,Securité
Securité > Profil,GESTION IDENTITE M. NGOUAYOU,Securité,Securité
Securité > Profil,GESTION DES IDENTITES,Securité,Securité
Securité > Profil,Modification de signature,Securité,Postes
Securité > Profil,Intégration d'Armand dans la réception des états journaliers,Securité,Securité
Securité > Profil,DROITS AU 011,Securité,Securité
Securité > Profil,Activation profil DEUTOU01,Securité,Securité
Securité > Profil,BESOIN OCTROIE DROITS M3 ET OPTIMANT - CHEF DE GROUPE FROID REGION NORD,Securité,Optimaint
Securité > Profil,Fiche de Gestion des identités,Securité,Postes
Securité > Profil,impossible d'ouvrir APS360,Securité,Securité
Securité > Profil,Demande profil de connexion pour Corvaglia,Securité,Infrastructure
Securité > Profil,Retirer ces 06 utilisateurs dans le groupe d’accès au VPN,Securité,Reseau
Securité > Profil,Centre de services - DSI | Ticket N°: 0241143 | Clöture de ticket: RE: Demande d' autorisation des droits,Securité,M3
Securité > Profil,Démarrer OPTIMAINT,Securité,Securité
Securité > Profil,probleme d' ouverture de mon profile,Securité,M3
Securité > Profil,Demande de gestion d'identité N°805,Securité,Securité
Securité > Profil,Accès à \\balifich003\DF,Securité,Securité
Securité > Profil,connexion impossible.,Securité,Postes
Securité > Profil,Activation compte contrôle 01,Securité,Securité
Securité > Profil,BULLETIN DE PAIE,Securité,Securité
Securité > Profil,PROBLEME AVEC PPS300,Securité,Postes
Securité > Profil,Droits Informatiques NGOMBE MOUDIKI Pierre,Securité,M3
Securité > Profil,Fiche de gestion des identités,Securité,M3
Securité > Profil,ceci n'est pas un incident,Securité,M3
Securité > Profil,Prorogation des droits d'accès biométriques de l'équipe d'Omnium,Securité,Securité
Securité > Profil,"VOS DRROITS M3 SONT ARRIVIVES A EXPIRATION.

MERCI DE REMPLIR UNE NOUVELLE FICHE DE PROFIL",Securité,Postes
Securité > Profil,CHANGEMENT D'IMPRIMENTE,Securité,Securité
Securité > Profil,demande d'activation du compte SCMEXT01,Securité,Securité
Securité > Profil,Réponse automatique,Securité,Postes
Securité > Profil,vFICHE D'IDENTITE,Securité,Postes
Securité > Profil,DEMANDE DE CREATION DU PROFIL STAGIAIRE HELPDESK,Securité,Securité
Securité > Profil,CECI N EST PAS UN INCIDENT,Securité,Securité
Securité > Profil,IMPOSSIBLE DE TRAVAILLER DANS INFOR,Securité,Securité
Securité > Profil,BIEN vouloir me paramètre sur l'imprimante NDOKUBM 115 profil TCHIEM01,Securité,Postes
Securité > Profil,Problème d'accès à adobe sign,Securité,M3
Securité > Profil,SOUCI DE PARAMETRAGE,Securité,Securité
Securité > Profil,NAC_CMRUCT19247,Securité,Securité
Securité > Profil,fiche de profil de papana,Securité,Securité
Securité > Profil,Demande de création Profil ACHETE01,Securité,Postes
Securité > Profil,infor ne fonctionne pas,Securité,Postes
Securité > Profil,Urgents - validation OA+Facture / Absence DEX SOCAVER du 28.01 au 07.02.2022,Securité,Securité
Securité > Profil,FICHE DE GESTION DES IDENTITES,Securité,Securité
Securité > Profil,Attached Image,Securité,Securité
Securité > Profil,GESTION IDENTITE M. MOUPE IBRAHIM,Securité,Securité
Securité > Profil,difficulté douvrir INFOR,Securité,Securité
Securité > Profil,Modification de signature,Securité,Postes
Securité > Profil,Demande de mise à jour groupe de diffusion SABC_GRP CAMRAIL_Position MPC,Securité,Securité
Securité > Profil,fiche d'identité.: mise à jour programme M3,Securité,Postes
Securité > Profil,groupe AD correspondant manquant,Securité,M3
Securité > Profil,Fiche de Gestion des Identités,Securité,Securité
Securité > Profil,FICHE D'IDENTITE CORRIGEE,Securité,Securité
Securité > Profil,NOUS AVONS RELANCE A PLUSIEURS REPRISE LE DEMANDEUR SUR CET INCIDENT,Securité,Securité
Securité > Profil,Demande d'Activation Profil Caissiers DJAMI et NKOUM A DONG,Securité,Securité
Securité > Profil,ceci n'est pas un incident,Securité,Securité
Securité > Profil,Mise à jour du Groupe des Représentants des Cadres,Securité,Securité
Securité > Profil,Assainissement annuaire M3 : utilisateurs non connectés depuis plus de 01 mois,Securité,Infogérance
Securité > Profil,Prorogation des droits d'accès biométriques de l'équipe d'Omnium,Securité,Postes
Securité > Profil,Mise à jour du groupe SABC_GRP_BPW_Résultats des ventes Equipe Marketing,Securité,M3
Securité > Profil,DROITS M3: Fiche de gestion des identités,Securité,Securité
Securité > Profil,GESTION IDENTITE M. MKOMBE LEONARD,Securité,Securité
Securité > Profil,profil INFOR désactivé,Securité,M3
Securité > Profil,Impression couleur,Securité,Postes
Securité > Profil,CET INCIDENT EST UN DOUBLON,Securité,M3
Securité > Profil,Demande de paramétrage du BGZ200,Securité,Optimaint
Securité > Profil,DEMANDE DE PARAMETRAGE SUR NDOKUBM115_ NKOMBE01,Securité,Securité
Securité > Profil,demande d'Accès au programmes M3,Securité,Securité
Securité > Profil,TR: WORKFLOW VALIDATION Facture avec OA - Facture Numéro 0627/12/21. Evolution Approbation.,Securité,Applications
Securité > Profil,Accès biométrique + Badge M. Arthur Vignier SIMO,Securité,Postes
Securité > Profil,Réponse automatique,Securité,Securité
Securité > Profil,DEMANDE ACCES M3 ET OPTIMAINT,Securité,Securité
Securité > Profil,"Bonjour Léon,

Prière de leur établir chacun une fiche de profil et la faire valider par JBK et le DUS.",Securité,Securité
Securité > Profil,Paramétrage profil KAMGOU02 sur YAOUCFAO106,Securité,Postes
Securité > Profil,difficultés d accès à google,Securité,Postes
Securité > Profil,Utilisateurs QLIK,Securité,M3
Securité > Profil,GESTION DES IDENTITES,Securité,Securité
Securité > Profil,Gestion fiche d'identité M3,Securité,Securité
Securité > Profil,Modification édition m3,Securité,Postes
Securité > Profil,FortiProxy Access Denied,Securité,Securité
Securité > Profil,access internet denied,Securité,Securité
Securité > Profil,Activation compte contrôle 01 (annule et remplace),Securité,Securité
Securité > Profil,DEMANDE DE PROROGATION DU PROFIL TOULOU,Securité,Securité
Securité > Profil,Fiche de gestion des identités M.DJAPA,Securité,Applications
Securité > Profil,PROBLEME D EDITION DES FICHIERS,Securité,Securité
Securité > Profil,attribution de droit à DISSAKE,Securité,M3
Securité > Profil,DEMANDE DE Reinitialisation mot de passe Windows BAYE01,Securité,M3
Securité > Profil,PARAMETRAGE MAGASINIER ANDU AU MAGASIN EMBALLAGE,Securité,Securité
Securité > Profil,Rétablissement du profil,Securité,Securité
Securité > Profil,Exploitation GED,Securité,M3
Securité > Profil,NON REMONTEE DES EDITIONS DES INVENTAIRES,Securité,Securité
Securité > Profil,Non remontée des impressions inventaires,Securité,Postes
Securité > Profil,Activation du compte CONTRO01 pour 48h (DU 17/01/2022 au 18/01/2022 à 18H),Securité,Postes
Securité > Profil,FICHE DE GESTION DES IDENTITES,Securité,Securité
Securité > Profil,Demande de droits informatique Mr KALLA Francis Alain,Securité,Securité
Securité > Profil,Inaccessibilité au dépôt 242,Securité,M3
Securité > Profil,Intégration laptop CMRLPT21165 dans le NAC,Securité,Securité
Securité > Profil,Ce n'est pas un soucis niveau AD. Mais sur le serveur BI,Securité,Securité
Securité > Profil,DIFFICULTES D'ACCES A INTERNET,Securité,Securité
Securité > Profil,Rappel :rattachement hiérarchique CG REGIONS,Securité,Securité
Securité > Profil,Intégration de CMRLPT21139 dans le NAC,Securité,M3
Securité > Profil,Remontée des OA mdeleine.nokam,Securité,Securité
Securité > Profil,Création profils WIFI INVITE,Securité,Securité
Securité > Profil,droit d'accès à M3,Securité,Postes
Securité > Profil,FICHE DES GESTION DES IDENTITEES,Securité,Postes
Securité > Profil,Réinitialiser le mot de passe DZOMES01,Securité,Reseau
Securité > Profil,en attente de justificatifs.,Securité,Securité
Securité > Profil,NAC_CMRTLI16007,Securité,Securité
Securité > Profil,Activation Profil Caissiers DJAMI et NKOUM A DONGLicence o365 attribuée au profil DJAMI01,Securité,Securité
Securité > Profil,prolongation expiration profile Dex,Securité,Securité
Securité > Profil,PAS D'ACCES INTERNET,Securité,Securité
Securité > Profil,PROBLEME DE RESEAU,Securité,Securité
Securité > Profil,ANOMALIE PROFIL SOPPO02,Securité,Securité
Securité > Profil,création de profil Outlook aux Délégués du Personnel,Securité,Securité
Securité > Profil,Demande de Suppression des droits Informatiques du retraité,Securité,Postes
Securité > Profil,Assainissement annuaire AD : utilisateurs non connectés depuis plus de 03 mois,Securité,Securité
Securité > Profil,"DEMANDE DE PROROGATION DU PROFIL D UN CONSULTANT.

LA FICHE DE PROFIL N A PAS ETE REMPLIE",Securité,M3
Securité > Profil,Demande des droits d'intérimaire,Securité,Securité
Securité > Profil,DEMANDE D ACTIVATION DU PROFIL BUNAI,Securité,Securité
Securité > Profil,DEMANDE DE MISE A JOUR DU PROFIL TAMBAL01,Securité,Securité
Securité > Profil,CET INCIDENT EST UN DOUBLON,Securité,Securité
Securité > Profil,FICHE DE GESTION DES IDENTITES AGENT D'APPUI TAWASSI,Securité,M3
Securité > Profil,Impossible d'ouvrir PPS200,Securité,Postes
Securité > Profil,REACTIVATION PROFIL,Securité,E-lions
Securité > Profil,DEMANDE DE PARAMETRAGE SUR NDOKUBM103,Securité,M3
Securité > Profil,DEMANDE DE PARAMETRAGE AU NDOKUBM103,Securité,Workflows
Securité > Profil,COMPTE INACTIF SUR INFOR,Securité,M3
Securité > Profil,DEMANDE DE PARAMETTRAGE DE MONSIEUR TAMEGHE COMME REMPLACANT DE MONSIEUR BONNY,Securité,Securité
Securité > Profil,Paramétrage des éditions Mos,Securité,Workflows
Securité > Profil,Accès à e-Lions,Securité,Applications
Securité > Profil,DEMANDE DE MISE A JOUR DU SUPERIEUR HIERARCHIAQUE,Securité,M3
Securité > Profil,problèmes avec WF,Securité,M3
Securité > Profil,JE NE PEUT TOUJOURS PAS ENTRER DANS PPS300,Securité,Postes
Securité > Profil,DEMANDE DE Modification login BINAM01 dans AD et M3,Securité,Securité
Securité > Profil,PROBLEME DE NON Remontée des factures dans le workflow,Securité,Securité
Securité > Profil,Signature Outlook,Securité,Securité
Securité > Profil,Compte stagiare Ramos TCHAMBIA expiré,Securité,Securité
Securité > Profil,Réponse automatique,Securité,Securité
Securité > Profil,Compte huguette.essola@castel-afrique.com ne reçoit pas les mails,Securité,Securité
Securité > Profil,DEMANDE DE DROIT SUR LE MMS 655,Securité,Securité
Securité > Profil,connexion SIMO05 comme demandeur,Securité,Securité
Securité > Profil,DEMANDE DE SUPPRESSION ACCES - Rupture de contrat de M.PENDA NDEDI Benjamin - Matricule 213355,Securité,Postes
Securité > Profil,NAC_CMRTAB20338_CMRTAB20339,Securité,Securité
Securité > Profil,DEMANDE DE CREATION DES COMPTES DE MESSAGERIE POUR DJAMI01 ET NKOUM01,Securité,Securité
Securité > Profil,DEMANDE DE CREATION DU PROFIL MAKONGUE,Securité,Securité
Securité > Profil,Rupture contrat M.NGA BESSALA Roger Liboire,Securité,Securité
Securité > Profil,Gestion des identités,Securité,Securité
Securité > Profil,Difficulté à ouvrir el GLS215,Securité,Securité
Securité > Profil,DEMANDE D ACTIVATION DU PROFIL ELIMBI01,Securité,M3
Securité > Profil,Mise à jour Profil de M. MOUSSENI pour la paie du Nord dans amplitude,Securité,M3
Securité > Profil,Demande d' autorisation des droits,Securité,Securité
Securité > Profil,demande de suppression des droits de monsieur GATSI,Securité,M3
Securité > Profil,GESTION IDENTITE M. MOUPE IBRAHIM,Securité,Postes
Securité > Profil,réinitialisation mot de passe M DAMBOULA,Securité,Securité
Securité > Profil,DEMANDE DE PARAMETRAGE DES IDENTITES,Securité,Securité
Securité > Profil,La date de fin d'intérim était le 311221,Securité,Securité
Securité > Profil,Reinitialisation du mot de Passe Amplitude à SEMC,Securité,Securité
Securité > Profil,activation du compte SCMEXT01 sur l'AS400,Securité,Securité
Securité > Profil,Je n'ai rien a faire ici,Securité,Securité
Securité > Profil,FICHE DE GESTION DES IDENTITES,Securité,Securité
Securité > Profil,Chaque utilisateur a la possibilité de changer sa photo,Securité,Securité
Securité > Profil,DEMANDE DE CREATION DU PROFIL DE NGALEU ASSISTANT RSE,Securité,Securité
Securité > Profil,Demande de droit d'envoi de mail au groupe électricité,Securité,CRM
Securité > Profil,M. HIDJOP est paramétré comme Directeur de la Communication dans la liste sharepoint Direction Secrétaire en l'absence de Mme KENMEGNE dont il assure l'intérim,Securité,Securité
Securité > Profil,DEMANDE DE MISES A JOUR DU PROFIL DE M.TCHUINBU Gislain,Securité,M3
Securité > Profil,intégration dans la liste des sites autorisés,Securité,Postes
Securité > Profil,demande de droit (ARS120)demande de droit (ARS120),Securité,Securité
Securité > Profil,Url con.cnps.cm ajouté dans la liste des sites particuliers,Securité,Postes
Securité > Profil,"Ekorong ne faisant plus partie de nos effectifs, la facture sera rétrogradée simplement chez le comptable",Securité,M3
Securité > Profil,"La demande est traitée

•	SIME Michel CDV duricam èProfil existant rôle intervenant

•	KISSOUKIE Charles CSGPZ duricamèProfil créé avec le rôle chef secteur

•	NGO MBAKWO Epse NDJOCK CSGPZ duricam èProfil créé avec le rôle chef secteur

•	TCHAPTSA Franck Samuel CDS duricamèProfil créé avec le rôle chef secteur

•	Socrates EWODO NKOA SCE Juridique Région du Centre èProfil créé avec le rôle Intervenant

•	MBEKIE BEHINA CS Comptable Région du centreèProfil existant avec le rôle intervenant. Mutation de la région de l’Ouest à la région Centre

Profil à muter :

•	ZAMBOU Patrick SA Olembe précédemment à MarouaèRole intervenantè Mutation de la region du Nord à la région du Centre",Securité,Securité
Securité > Profil,Mise à jour contact interneMise à jour contact interne,Securité,Securité
Securité > Profil,BAL partagée créé,Securité,Securité
Securité > Profil,Reinitialisation mot de passe amplitude de DJOUONKEP,Securité,Postes
Securité > Profil,L'utilisateur a changé de poste de travail et voudrais qu'on paramètre ses éditions bureautiques dessus.,Securité,Securité
Securité > Profil,Compte mail crée,Securité,Securité
Securité > Profil,Compte créeProfil de messagerie deja existant,Securité,M3
Securité > Profil,Reinitialisation mot de passe amplitude de DJOUONKEP,Securité,Securité
Securité > Profil,Droit d'accès,Securité,Securité
Securité > Profil,licence o365 attribuéeUtilisateur non configuré,Securité,Postes
Securité > Profil,Fiche de gestion des identités,Securité,Postes
Securité > Profil,Veuillez préciser le sous dossier correspondant au service car les droits d'accès ne se donnent pas aux sous dossiers de direction,Securité,Securité
Securité > Profil,Demande traitée,Securité,M3
Securité > Profil,profil actif,Securité,M3
Securité > Profil,Signature pas actvée au niveau du cloud,Securité,Securité
Securité > Profil,fiche identité stagiairelicence office365 de type E3 attribuée à jeannette.ewoudou@castel-afrique.comras,Securité,Securité
Securité > Profil,Licence o365 attribuée,Securité,Securité
Securité > Profil,bien vouloir créer le profil de l'assistant maintenance de SIAC ( MAHOP Bertrand),Securité,Postes
Securité > Profil,EDITION BALANCE CHEZ LS DISTRIBUTEURS,Securité,Optimaint
Securité > Profil,"M. MBALLA a déjà été paramétré comme remplacant de PENDA04, il devra valider",Securité,Securité
Securité > Profil,Creation profil du Chef d'equipe FiltrationLicence o365 attribuée,Securité,Securité
Securité > Profil,"TRAITEMENT ABO dans M3 , DEPOT INACCESSIBLE",Securité,Postes
Securité > Profil,C'est un changement et non incient,Securité,Securité
Securité > Profil,Profil Windows crée Licence office365 attribuée,Securité,Securité
Securité > Profil,Ouverture profil M. EMADION pour remplacement M.HAMADOU Abdoul-nasser Magasinier PR,Securité,Securité
Securité > Profil,Vos droits ont été suspendu parce qu'il existait une date d'expiration,Securité,Securité
Securité > Profil,Profil créeLicence o365 attribuée,Securité,Postes
Securité > Profil,"M. Elimbi n'étant pas au bureau, nous l'avons eu au téléphone. Il nous a promis faire un test quand il sera à la maison et revenir vers nous en cas de blocage.",Securité,Optimaint
Securité > Profil,Voir Simon MESSILA BINDOM  administrateur applicatif,Securité,M3
Securité > Profil,Nom supérieur hiérarchique erroné,Securité,Postes
Securité > Profil,Licence o365 attribuéeMicrosoft Outlook indisponible pour le profil ONDOUA01.,Securité,Infrastructure
Securité > Profil,Mot de passe de récupération incorrect,Securité,M3
Securité > Profil,Licence office365 attribuéeUtilisateur à configurer sur le poste.,Securité,Workflows
Securité > Profil,"Optimaint Ok, Reste Outlook à configurer.",Securité,M3
Securité > Profil,Demande traitée,Securité,M3
Securité > Profil,"Bonjour

Les informations sur l'identités de cet utilisateurs sont incomplètes.Bonjour

Les informations sur l'identités de cet utilisateurs sont incomplètes.",Securité,M3
Securité > Profil,Accès à \\balifich003\DF,Securité,M3
Securité > Profil,Le ticket a été ouvert en double; le premier sera pris en charge par la hotline,Securité,Securité
Securité > Profil,François testera et nous ferra un retourMise à jour du profil de l'électricien TEGUO pour utilisation dans le WF HS,Securité,Flotte
Securité > Profil,Cet incident est de SOCAVER car l'utilisateur y a été affecté il y a quelques mois.,Securité,M3
